"","isocntry","trans_name","female","age","religion","marital_status","personal_satis","ideology","contact_lgbti","social_class","occupation","rain_ind","self_determination","gini","gdp_pc"
"648","BE",0,"0",69,"Christians","Married","Satisfied",3,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"649","BE",0,"0",77,"Christians","Widowed","Satisfied",4,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"650","BE",0,"1",20,"Christians","Single","Satisfied",4,"Contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"651","BE",0,"0",40,"Not religious","Married","Satisfied",4,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"652","BE",0,"0",24,"Christians","Single","Satisfied",4,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"653","BE",0,"0",17,"Not religious","Married","Satisfied",5,"No contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"654","BE",0,"1",34,"Christians","Married","Satisfied",4,"No contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"655","BE",0,"1",36,"Christians","Married","Satisfied",8,"No contact","Middle class","Unemployed",78.47,"1",26.6,2.37103062746311
"656","BE",0,"1",18,"Not religious","Single","Satisfied",5,"No contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"657","BE",0,"1",52,"Christians","Married","Satisfied",3,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"658","BE",0,"1",76,"Christians","Widowed","Satisfied",3,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"659","BE",1,"1",81,"Christians","Widowed","Satisfied",4,"No contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"660","BE",0,"1",69,"Christians","Widowed","Not satisfied",5,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"661","BE",1,"0",60,"Christians","Divorced","Satisfied",5,"Contact","Middle class","Unemployed",78.47,"1",26.6,2.37103062746311
"662","BE",1,"0",71,"Christians","Married","Satisfied",3,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"663","BE",1,"1",69,"Christians","Widowed","Satisfied",5,"No contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"664","BE",1,"1",60,"Christians","Married","Satisfied",5,"No contact","Middle class","Self employed",78.47,"1",26.6,2.37103062746311
"665","BE",1,"1",30,"Christians","Single","Satisfied",9,"Contact","Middle class","Self employed",78.47,"1",26.6,2.37103062746311
"666","BE",1,"1",20,"Christians","Single","Satisfied",5,"No contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"667","BE",1,"1",63,"Not religious","Divorced","Satisfied",7,"Contact","High class","Self employed",78.47,"1",26.6,2.37103062746311
"668","BE",0,"1",29,"Other religions","Single","Satisfied",5,"No contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"669","BE",1,"1",71,"Christians","Widowed","Satisfied",5,"No contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"670","BE",1,"1",31,"Not religious","Single","Satisfied",5,"Contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"671","BE",1,"1",51,"Not religious","Divorced","Satisfied",3,"Contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"672","BE",1,"0",58,"Christians","Married","Not satisfied",7,"No contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"673","BE",1,"0",69,"Other religions","Married","Satisfied",5,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"674","BE",1,"1",57,"Not religious","Married","Satisfied",7,"Contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"675","BE",1,"0",62,"Christians","Married","Not satisfied",10,"Contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"676","BE",1,"0",52,"Not religious","Divorced","Satisfied",8,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"677","BE",1,"1",31,"Not religious","Married","Satisfied",6,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"678","BE",1,"1",29,"Christians","Married","Satisfied",5,"Contact","Working class","Unemployed",78.47,"1",26.6,2.37103062746311
"679","BE",1,"0",68,"Christians","Married","Satisfied",10,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"680","BE",1,"1",53,"Not religious","Married","Satisfied",7,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"681","BE",1,"1",36,"Christians","Married","Satisfied",4,"Contact","Middle class","Unemployed",78.47,"1",26.6,2.37103062746311
"682","BE",1,"1",66,"Christians","Married","Satisfied",7,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"683","BE",1,"1",55,"Not religious","Single","Satisfied",6,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"684","BE",1,"0",46,"Christians","Single","Satisfied",7,"No contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"685","BE",1,"1",72,"Christians","Married","Satisfied",5,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"686","BE",1,"1",38,"Christians","Married","Satisfied",4,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"687","BE",1,"0",56,"Orthodox Christian","Married","Satisfied",5,"Contact","High class","Retired",78.47,"1",26.6,2.37103062746311
"688","BE",0,"1",27,"Christians","Single","Satisfied",9,"Contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"689","BE",1,"1",27,"Christians","Single","Satisfied",9,"No contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"690","BE",1,"1",24,"Christians","Single","Satisfied",3,"No contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"691","BE",0,"0",37,"Not religious","Single","Satisfied",6,"Contact","Working class","Unemployed",78.47,"1",26.6,2.37103062746311
"692","BE",1,"0",42,"Christians","Married","Satisfied",3,"Contact","High class","Employed",78.47,"1",26.6,2.37103062746311
"693","BE",1,"0",78,"Not religious","Widowed","Not satisfied",1,"Contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"694","BE",1,"0",32,"Muslims","Married","Satisfied",10,"Contact","Middle class","Self employed",78.47,"1",26.6,2.37103062746311
"695","BE",1,"0",72,"Christians","Divorced","Satisfied",5,"Contact","High class","Self employed",78.47,"1",26.6,2.37103062746311
"696","BE",1,"0",72,"Orthodox Christian","Married","Satisfied",8,"No contact","High class","Retired",78.47,"1",26.6,2.37103062746311
"697","BE",1,"0",17,"Christians","Single","Satisfied",5,"Contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"698","BE",1,"1",69,"Not religious","Divorced","Satisfied",5,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"699","BE",1,"0",64,"Not religious","Married","Satisfied",4,"Contact","High class","Retired",78.47,"1",26.6,2.37103062746311
"700","BE",1,"1",41,"Christians","Married","Satisfied",4,"Contact","High class","Employed",78.47,"1",26.6,2.37103062746311
"701","BE",1,"0",63,"Not religious","Married","Satisfied",3,"Contact","High class","Retired",78.47,"1",26.6,2.37103062746311
"702","BE",1,"1",69,"Other religions","Widowed","Satisfied",7,"Contact","High class","Retired",78.47,"1",26.6,2.37103062746311
"703","BE",1,"0",22,"Not religious","Single","Satisfied",3,"Contact","High class","Student",78.47,"1",26.6,2.37103062746311
"704","BE",1,"1",39,"Not religious","Single","Satisfied",6,"Contact","Middle class","Self employed",78.47,"1",26.6,2.37103062746311
"705","BE",1,"1",74,"Christians","Married","Satisfied",8,"Contact","High class","Unemployed",78.47,"1",26.6,2.37103062746311
"706","BE",1,"1",36,"Not religious","Single","Satisfied",5,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"707","BE",1,"1",73,"Christians","Divorced","Satisfied",7,"No contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"708","BE",0,"0",17,"Not religious","Single","Satisfied",10,"Contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"709","BE",1,"0",61,"Not religious","Single","Satisfied",5,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"710","BE",0,"0",29,"Christians","Single","Satisfied",6,"Contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"711","BE",1,"1",51,"Christians","Single","Satisfied",7,"Contact","High class","Self employed",78.47,"1",26.6,2.37103062746311
"712","BE",1,"1",60,"Not religious","Divorced","Satisfied",5,"Contact","Middle class","Unemployed",78.47,"1",26.6,2.37103062746311
"713","BE",0,"1",73,"Christians","Widowed","Satisfied",5,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"714","BE",1,"0",18,"Christians","Other","Satisfied",7,"No contact","Working class","Student",78.47,"1",26.6,2.37103062746311
"715","BE",1,"1",74,"Other religions","Married","Satisfied",4,"Contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"716","BE",1,"1",61,"Christians","Married","Satisfied",8,"Contact","Middle class","Unemployed",78.47,"1",26.6,2.37103062746311
"717","BE",1,"1",56,"Not religious","Divorced","Not satisfied",5,"Contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"718","BE",1,"0",64,"Not religious","Divorced","Satisfied",4,"Contact","High class","Unemployed",78.47,"1",26.6,2.37103062746311
"719","BE",1,"0",55,"Christians","Married","Satisfied",10,"Contact","High class","Employed",78.47,"1",26.6,2.37103062746311
"720","BE",1,"1",37,"Not religious","Single","Satisfied",4,"Contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"721","BE",0,"0",NA,"Christians","Widowed","Satisfied",8,"Contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"722","BE",1,"1",52,"Christians","Single","Satisfied",8,"Contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"723","BE",1,"0",40,"Christians","Single","Satisfied",5,"Contact","Middle class","Unemployed",78.47,"1",26.6,2.37103062746311
"724","BE",1,"0",73,"Christians","Married","Satisfied",1,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"725","BE",1,"1",67,"Other religions","Married","Satisfied",6,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"726","BE",1,"1",25,"Christians","Single","Satisfied",8,"No contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"727","BE",1,"0",57,"Not religious","Married","Satisfied",7,"No contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"728","BE",1,"1",42,"Christians","Married","Satisfied",4,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"729","BE",0,"0",63,"Muslims","Widowed","Satisfied",7,"No contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"730","BE",0,"1",29,"Not religious","Single","Satisfied",7,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"731","BE",1,"0",16,"Not religious","Single","Satisfied",7,"Contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"732","BE",0,"1",27,"Christians","Single","Satisfied",8,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"733","BE",0,"0",51,"Christians","Married","Satisfied",7,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"734","BE",0,"0",22,"Not religious","Single","Satisfied",7,"No contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"735","BE",1,"1",39,"Christians","Single","Satisfied",4,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"736","BE",1,"0",68,"Christians","Married","Satisfied",7,"No contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"737","BE",0,"1",47,"Christians","Married","Satisfied",7,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"738","BE",1,"1",70,"Not religious","Single","Satisfied",1,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"739","BE",0,"0",49,"Not religious","Single","Satisfied",7,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"740","BE",1,"0",21,"Not religious","Other","Satisfied",7,"Contact","High class","Student",78.47,"1",26.6,2.37103062746311
"741","BE",1,"0",68,"Christians","Married","Satisfied",4,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"742","BE",1,"0",46,"Christians","Married","Satisfied",8,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"743","BE",1,"0",72,"Christians","Married","Satisfied",7,"No contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"744","BE",1,"0",68,"Christians","Married","Satisfied",7,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"745","BE",1,"1",59,"Christians","Married","Satisfied",6,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"746","BE",1,"0",69,"Christians","Married","Satisfied",7,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"747","BE",1,"1",72,"Christians","Married","Satisfied",7,"No contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"748","BE",1,"1",56,"Christians","Married","Satisfied",6,"No contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"749","BE",0,"0",72,"Christians","Married","Satisfied",7,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"750","BE",1,"1",74,"Christians","Married","Satisfied",7,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"751","BE",1,"1",76,"Christians","Married","Satisfied",7,"No contact","High class","Retired",78.47,"1",26.6,2.37103062746311
"752","BE",0,"1",56,"Christians","Married","Satisfied",5,"No contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"753","BE",1,"0",70,"Christians","Married","Satisfied",4,"Contact","High class","Retired",78.47,"1",26.6,2.37103062746311
"754","BE",1,"0",45,"Christians","Married","Satisfied",9,"Contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"755","BE",0,"0",25,"Not religious","Single","Satisfied",3,"Contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"756","BE",1,"0",37,"Not religious","Single","Satisfied",6,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"757","BE",1,"0",53,"Christians","Married","Satisfied",5,"No contact","Middle class","Unemployed",78.47,"1",26.6,2.37103062746311
"758","BE",1,"1",72,"Not religious","Widowed","Satisfied",7,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"759","BE",1,"0",82,"Christians","Married","Satisfied",5,"No contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"760","BE",1,"0",39,"Not religious","Single","Satisfied",5,"Contact","Middle class","Self employed",78.47,"1",26.6,2.37103062746311
"761","BE",1,"1",59,"Not religious","Single","Satisfied",6,"Contact","High class","Unemployed",78.47,"1",26.6,2.37103062746311
"762","BE",0,"0",53,"Not religious","Married","Satisfied",8,"Contact","Middle class","Self employed",78.47,"1",26.6,2.37103062746311
"763","BE",1,"1",70,"Other religions","Married","Satisfied",3,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"764","BE",1,"0",82,"Christians","Married","Satisfied",5,"No contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"765","BE",1,"1",64,"Christians","Married","Satisfied",10,"Contact","Working class","Unemployed",78.47,"1",26.6,2.37103062746311
"766","BE",1,"1",81,"Christians","Married","Satisfied",5,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"767","BE",0,"0",76,"Christians","Married","Satisfied",6,"No contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"768","BE",1,"1",18,"Christians","Other","Satisfied",6,"Contact","Working class","Student",78.47,"1",26.6,2.37103062746311
"769","BE",1,"0",69,"Christians","Married","Not satisfied",6,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"770","BE",1,"1",45,"Christians","Single","Satisfied",5,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"771","BE",1,"1",63,"Christians","Married","Satisfied",9,"Contact","Middle class","Unemployed",78.47,"1",26.6,2.37103062746311
"772","BE",1,"0",66,"Christians","Married","Satisfied",10,"No contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"773","BE",1,"1",63,"Not religious","Married","Satisfied",3,"Contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"774","BE",1,"1",80,"Christians","Widowed","Satisfied",3,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"775","BE",1,"1",52,"Christians","Married","Satisfied",3,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"776","BE",1,"1",20,"Not religious","Single","Satisfied",4,"Contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"777","BE",1,"1",68,"Christians","Married","Satisfied",6,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"778","BE",0,"0",68,"Christians","Married","Satisfied",7,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"779","BE",1,"1",52,"Christians","Married","Satisfied",4,"No contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"780","BE",1,"0",39,"Christians","Married","Satisfied",5,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"781","BE",1,"1",54,"Not religious","Married","Satisfied",7,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"782","BE",1,"1",79,"Christians","Widowed","Satisfied",5,"No contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"783","BE",1,"1",27,"Christians","Other","Satisfied",6,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"784","BE",1,"1",47,"Christians","Single","Satisfied",6,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"785","BE",1,"0",70,"Christians","Married","Satisfied",4,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"786","BE",1,"1",30,"Muslims","Married","Satisfied",6,"No contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"787","BE",1,"0",57,"Christians","Married","Satisfied",4,"No contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"788","BE",0,"1",86,"Christians","Widowed","Satisfied",6,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"789","BE",0,"1",86,"Christians","Single","Satisfied",6,"Contact","High class","Retired",78.47,"1",26.6,2.37103062746311
"790","BE",1,"0",91,"Christians","Widowed","Satisfied",5,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"791","BE",0,"0",92,"Christians","Married","Satisfied",4,"No contact","High class","Retired",78.47,"1",26.6,2.37103062746311
"792","BE",1,"1",61,"Christians","Married","Satisfied",6,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"793","BE",1,"1",64,"Christians","Divorced","Satisfied",5,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"794","BE",0,"1",51,"Christians","Married","Satisfied",4,"No contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"795","BE",0,"0",80,"Not religious","Widowed","Satisfied",7,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"796","BE",1,"0",47,"Not religious","Married","Satisfied",3,"Contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"797","BE",1,"0",65,"Christians","Married","Satisfied",5,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"798","BE",1,"1",42,"Christians","Married","Satisfied",4,"No contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"799","BE",0,"0",66,"Not religious","Divorced","Satisfied",7,"No contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"800","BE",1,"0",67,"Not religious","Other","Not satisfied",5,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"801","BE",1,"0",57,"Christians","Married","Satisfied",9,"Contact","Middle class","Self employed",78.47,"1",26.6,2.37103062746311
"802","BE",1,"1",58,"Christians","Married","Satisfied",4,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"803","BE",1,"0",39,"Not religious","Divorced","Not satisfied",7,"Contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"804","BE",1,"1",42,"Other religions","Single","Satisfied",5,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"805","BE",1,"1",70,"Christians","Married","Satisfied",5,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"806","BE",1,"1",92,"Christians","Widowed","Satisfied",7,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"807","BE",1,"1",75,"Other religions","Married","Satisfied",7,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"808","BE",1,"0",31,"Not religious","Married","Satisfied",7,"Contact","High class","Employed",78.47,"1",26.6,2.37103062746311
"809","BE",1,"0",39,"Christians","Single","Satisfied",5,"Contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"810","BE",1,"1",45,"Christians","Widowed","Satisfied",2,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"811","BE",0,"0",43,"Christians","Married","Satisfied",7,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"812","BE",1,"0",57,"Christians","Married","Satisfied",7,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"813","BE",1,"1",30,"Muslims","Single","Satisfied",5,"No contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"814","BE",0,"1",25,"Jewish","Single","Satisfied",7,"No contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"815","BE",0,"0",65,"Christians","Widowed","Satisfied",4,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"816","BE",0,"1",56,"Christians","Divorced","Satisfied",8,"No contact","Middle class","Unemployed",78.47,"1",26.6,2.37103062746311
"817","BE",0,"1",40,"Christians","Married","Satisfied",7,"No contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"818","BE",0,"0",21,"Christians","Single","Satisfied",4,"Contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"819","BE",1,"1",35,"Christians","Married","Satisfied",8,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"820","BE",0,"0",17,"Christians","Single","Satisfied",7,"No contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"821","BE",0,"0",67,"Christians","Married","Satisfied",8,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"822","BE",1,"1",42,"Christians","Married","Satisfied",7,"No contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"823","BE",0,"0",57,"Orthodox Christian","Married","Satisfied",7,"No contact","Middle class","Self employed",78.47,"1",26.6,2.37103062746311
"824","BE",0,"0",35,"Christians","Married","Satisfied",6,"No contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"825","BE",0,"0",18,"Not religious","Single","Satisfied",8,"No contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"826","BE",0,"0",20,"Christians","Single","Satisfied",4,"Contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"827","BE",0,"1",66,"Christians","Widowed","Satisfied",8,"No contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"828","BE",0,"1",19,"Christians","Single","Satisfied",7,"Contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"829","BE",0,"0",34,"Not religious","Single","Satisfied",7,"No contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"830","BE",0,"0",46,"Christians","Married","Satisfied",5,"No contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"831","BE",1,"1",66,"Christians","Married","Satisfied",6,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"832","BE",0,"0",54,"Muslims","Married","Satisfied",5,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"833","BE",0,"1",20,"Christians","Single","Satisfied",6,"Contact","Middle class","Student",78.47,"1",26.6,2.37103062746311
"834","BE",1,"0",74,"Not religious","Married","Satisfied",5,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"835","BE",1,"0",73,"Not religious","Married","Satisfied",6,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"836","BE",1,"1",65,"Christians","Married","Satisfied",7,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"837","BE",1,"1",72,"Christians","Married","Satisfied",6,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"838","BE",1,"1",67,"Not religious","Single","Satisfied",7,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"839","BE",1,"0",75,"Christians","Married","Satisfied",7,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"840","BE",1,"0",69,"Christians","Married","Satisfied",8,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"841","BE",0,"1",81,"Christians","Married","Satisfied",8,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"842","BE",0,"0",81,"Christians","Married","Satisfied",7,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"843","BE",1,"1",57,"Not religious","Married","Satisfied",2,"Contact","Working class","Unemployed",78.47,"1",26.6,2.37103062746311
"844","BE",1,"0",77,"Not religious","Married","Satisfied",7,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"845","BE",1,"1",58,"Not religious","Married","Satisfied",6,"Contact","High class","Unemployed",78.47,"1",26.6,2.37103062746311
"846","BE",1,"0",59,"Christians","Married","Satisfied",8,"Contact","Middle class","Self employed",78.47,"1",26.6,2.37103062746311
"847","BE",1,"0",65,"Christians","Divorced","Not satisfied",6,"No contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"848","BE",1,"0",20,"Not religious","Single","Satisfied",4,"Contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"849","BE",1,"0",66,"Not religious","Married","Satisfied",7,"No contact","High class","Retired",78.47,"1",26.6,2.37103062746311
"850","BE",1,"1",71,"Christians","Single","Satisfied",9,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"851","BE",0,"1",49,"Christians","Divorced","Satisfied",7,"No contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"852","BE",1,"0",71,"Christians","Married","Satisfied",5,"No contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"853","BE",0,"0",83,"Christians","Widowed","Not satisfied",5,"Contact","Working class","Retired",78.47,"1",26.6,2.37103062746311
"854","BE",1,"1",52,"Not religious","Married","Satisfied",3,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"855","BE",1,"0",43,"Not religious","Married","Satisfied",5,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"856","BE",1,"1",34,"Not religious","Married","Satisfied",8,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"857","BE",1,"0",49,"Christians","Divorced","Satisfied",6,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"858","BE",1,"1",55,"Not religious","Single","Satisfied",5,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"859","BE",1,"0",61,"Christians","Married","Satisfied",5,"Contact","Working class","Self employed",78.47,"1",26.6,2.37103062746311
"860","BE",1,"1",43,"Jewish","Married","Satisfied",4,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"861","BE",1,"1",31,"Christians","Single","Satisfied",5,"No contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"862","BE",1,"1",90,"Christians","Widowed","Satisfied",5,"No contact","Middle class","Unemployed",78.47,"1",26.6,2.37103062746311
"863","BE",1,"1",49,"Christians","Married","Satisfied",10,"No contact","Working class","Employed",78.47,"1",26.6,2.37103062746311
"864","BE",0,"0",48,"Not religious","Married","Satisfied",7,"Contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"865","BE",0,"0",65,"Christians","Married","Satisfied",6,"Contact","Middle class","Retired",78.47,"1",26.6,2.37103062746311
"866","BE",0,"0",38,"Christians","Single","Satisfied",4,"No contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"867","BE",1,"1",52,"Christians","Single","Satisfied",8,"Contact","Middle class","Unemployed",78.47,"1",26.6,2.37103062746311
"868","BE",0,"1",21,"Muslims","Single","Satisfied",3,"No contact","Middle class","Employed",78.47,"1",26.6,2.37103062746311
"869","BE",0,"1",20,"Christians","Single","Satisfied",3,"No contact","Working class","Student",78.47,"1",26.6,2.37103062746311
