"","isocntry","trans_name","female","age","religion","marital_status","personal_satis","ideology","contact_lgbti","social_class","occupation"
"6592","IE","1","1",37,"Not religious","Married","Satisfied",7,"Contact","Middle class","Employed"
"6593","IE","1","1",34,"Christians","Married","Satisfied",4,"Contact","Middle class","Employed"
"6594","IE","0","0",84,"Christians","Widowed","Satisfied",7,"No contact","Middle class","Retired"
"6595","IE","1","1",49,"Not religious","Married","Satisfied",5,"Contact","Middle class","Self employed"
"6596","IE",NA,"1",36,"Christians","Single","Satisfied",NA,"No contact","Middle class","Unemployed"
"6597","IE","1","1",66,"Christians","Single","Satisfied",5,"Contact","Working class","Employed"
"6598","IE","0","1",67,"Christians","Married","Satisfied",8,"No contact","Working class","Retired"
"6599","IE","1","1",59,"Christians","Divorced","Satisfied",5,"Contact","Working class","Employed"
"6600","IE","1","0",42,"Christians","Married","Satisfied",3,"Contact","Working class","Employed"
"6601","IE","1","0",32,"Christians","Married","Satisfied",5,"Contact","Working class","Employed"
"6602","IE",NA,"1",43,"Christians","Married","Satisfied",NA,"No contact","Middle class","Employed"
"6603","IE","0","1",50,"Christians","Married","Satisfied",5,"Contact","Working class","Employed"
"6604","IE","1","1",41,"Christians","Married","Satisfied",3,"Contact","Working class","Employed"
"6605","IE","1","0",48,"Not religious","Married","Satisfied",3,"Contact","Working class","Self employed"
"6606","IE","0","0",25,"Not religious","Single","Satisfied",5,"Contact","Working class","Employed"
"6607","IE","1","1",37,"Other religions","Married","Satisfied",8,"No contact","Working class","Employed"
"6608","IE","1","0",50,"Christians","Married","Satisfied",5,"Contact","Middle class","Employed"
"6609","IE","1","1",33,"Christians","Married","Satisfied",5,"Contact","Working class","Employed"
"6610","IE",NA,"1",67,"Christians","Widowed","Satisfied",NA,"Contact","Middle class","Retired"
"6611","IE",NA,"1",64,NA,"Married","Satisfied",NA,"No contact","Middle class","Retired"
"6612","IE",NA,"1",36,NA,"Married","Satisfied",5,"Contact","Middle class","Employed"
"6613","IE",NA,"0",28,"Christians","Single","Satisfied",6,"Contact","Working class","Employed"
"6614","IE","1","1",35,"Christians","Married","Satisfied",7,"Contact","High class","Employed"
"6615","IE","1","0",35,"Christians","Married","Satisfied",5,"Contact","Middle class","Employed"
"6616","IE","1","0",55,"Christians","Married","Satisfied",5,"Contact","Working class","Employed"
"6617","IE","0","1",67,"Christians","Married","Satisfied",5,"Contact","Working class","Retired"
"6618","IE","1","1",69,"Christians","Married","Satisfied",5,"Contact","Working class","Self employed"
"6619","IE","1","1",30,"Christians","Single","Satisfied",5,"Contact","Working class","Student"
"6620","IE","0","0",68,"Christians","Single","Satisfied",5,"No contact","Working class","Retired"
"6621","IE","1","1",60,"Christians","Widowed","Satisfied",5,"Contact","Working class","Employed"
"6622","IE","1","0",60,"Christians","Married","Satisfied",5,"Contact","Working class","Employed"
"6623","IE","1","1",32,"Christians","Married","Satisfied",5,"Contact","Working class","Employed"
"6624","IE","1","1",33,"Christians","Married","Satisfied",5,"Contact","Working class","Employed"
"6625","IE","1","1",59,"Christians","Married","Satisfied",5,"Contact","Working class","Employed"
"6626","IE",NA,"1",16,"Orthodox Christian","Single","Satisfied",NA,"No contact","Middle class","Student"
"6627","IE",NA,"1",67,"Christians","Widowed","Satisfied",5,"No contact","Working class","Employed"
"6628","IE","0","0",84,"Christians","Married","Satisfied",5,"No contact","Middle class","Retired"
"6629","IE","1","0",50,"Not religious","Married","Satisfied",5,"Contact","Middle class","Unemployed"
"6630","IE","0","0",45,"Christians","Married","Satisfied",5,"Contact","Middle class","Employed"
"6631","IE","1","0",42,"Not religious","Married","Satisfied",5,"Contact","Middle class","Employed"
"6632","IE","1","0",55,"Christians","Married","Satisfied",5,"Contact","Middle class","Self employed"
"6633","IE","1","0",95,"Christians","Widowed","Satisfied",5,"Contact","Middle class","Retired"
"6634","IE",NA,"1",67,"Christians","Married","Satisfied",5,"No contact","Working class","Unemployed"
"6635","IE","1","0",56,"Christians","Married","Satisfied",6,"Contact","Middle class","Unemployed"
"6636","IE","1","0",34,"Christians","Married","Satisfied",5,"Contact","Middle class","Employed"
"6637","IE","1","1",41,"Christians","Married","Satisfied",5,"Contact","Middle class","Employed"
"6638","IE","0","0",43,"Christians","Single","Satisfied",5,"No contact","Middle class","Employed"
"6639","IE",NA,"1",59,"Christians","Widowed","Satisfied",5,"No contact","Working class","Employed"
"6640","IE","1","1",35,"Christians","Married","Satisfied",5,"Contact","Middle class","Employed"
"6641","IE",NA,"0",33,"Christians","Married","Satisfied",5,"Contact",NA,"Employed"
"6642","IE","1","1",47,"Christians","Married","Satisfied",5,"Contact","Working class","Unemployed"
"6643","IE","1","0",19,"Christians","Single","Satisfied",5,"No contact","Middle class","Student"
"6644","IE","1","0",28,"Christians","Single","Satisfied",4,"No contact","Middle class","Employed"
"6645","IE",NA,"1",50,"Christians","Divorced","Not satisfied",8,"Contact","Middle class","Employed"
"6646","IE","0","0",36,"Christians","Married","Satisfied",5,"No contact","Working class","Employed"
"6647","IE","1","0",39,"Christians","Married","Satisfied",5,"Contact","Middle class","Self employed"
"6648","IE","0","1",72,"Christians","Widowed","Satisfied",5,"No contact","Working class","Unemployed"
"6649","IE","0","0",28,"Christians","Single","Satisfied",8,"No contact","High class","Employed"
"6650","IE","1","1",20,"Christians","Single","Satisfied",5,"Contact","Working class","Student"
"6651","IE","1","1",22,"Christians","Single","Satisfied",5,"Contact","Middle class","Employed"
"6652","IE","1","1",61,"Christians","Divorced","Satisfied",5,"Contact","Working class","Unemployed"
"6653","IE","1","0",44,"Christians","Married","Satisfied",5,"Contact","Working class","Employed"
"6654","IE","1","0",29,"Christians","Single","Satisfied",1,"Contact","Middle class","Student"
"6655","IE","1","0",49,"Christians","Married","Satisfied",5,"No contact","Working class","Employed"
"6656","IE","1","0",49,"Not religious","Single","Not satisfied",1,"Contact","Working class","Unemployed"
"6657","IE","1","1",42,"Orthodox Christian","Married","Satisfied",5,"Contact","Middle class","Employed"
"6658","IE","0","1",71,"Christians","Single","Satisfied",10,"Contact","Working class","Unemployed"
"6659","IE","0","1",35,"Christians","Single","Satisfied",8,"Contact","Working class","Employed"
"6660","IE","0","0",34,"Christians","Married","Satisfied",9,"Contact","Working class","Self employed"
"6661","IE","0","0",44,"Christians","Married","Satisfied",10,"No contact","Working class","Employed"
"6662","IE","0","1",37,"Christians","Married","Satisfied",5,"No contact","Middle class","Employed"
"6663","IE","1","0",45,"Christians","Single","Satisfied",5,"Contact","Middle class","Employed"
"6664","IE","1","0",59,"Christians","Married","Satisfied",5,"Contact","High class","Self employed"
"6665","IE","1","0",37,"Christians","Married","Satisfied",8,"No contact","Middle class","Employed"
"6666","IE","1","1",52,"Christians","Married","Satisfied",5,"Contact","Working class","Unemployed"
"6667","IE","1","0",27,"Christians","Single","Satisfied",5,"No contact","Working class","Employed"
"6668","IE","1","1",64,"Christians","Married","Satisfied",5,"Contact","Middle class","Unemployed"
"6669","IE","1","0",35,"Not religious","Single","Satisfied",3,"Contact","Middle class","Student"
"6670","IE","1","0",21,"Christians","Single","Satisfied",5,"Contact","Middle class","Student"
"6671","IE","1","1",23,"Christians","Single","Satisfied",4,"Contact","Working class","Student"
"6672","IE","0","1",57,"Christians","Married","Satisfied",8,"Contact","Working class","Unemployed"
"6673","IE","0","0",21,"Christians","Single","Satisfied",7,"No contact","Working class","Student"
"6674","IE",NA,"0",47,"Christians","Married","Satisfied",5,"Contact","Middle class","Employed"
"6675","IE","0","1",54,"Orthodox Christian","Married","Satisfied",8,"Contact","Middle class","Employed"
"6676","IE","1","1",66,"Christians","Single","Not satisfied",5,"Contact","Middle class","Retired"
"6677","IE","1","1",40,"Christians","Married","Satisfied",5,"No contact","Middle class","Employed"
"6678","IE","0","0",62,"Christians","Married","Satisfied",5,"No contact","Working class","Employed"
"6679","IE","1","0",66,"Orthodox Christian","Divorced","Satisfied",6,"No contact","Working class","Retired"
"6680","IE","1","1",50,"Christians","Married","Satisfied",7,"Contact","Working class","Employed"
"6681","IE","1","1",29,"Christians","Single","Satisfied",5,"No contact","Working class","Employed"
"6682","IE","1","0",55,"Christians","Married","Satisfied",5,"Contact","Working class","Employed"
"6683","IE","1","1",38,"Christians","Married","Satisfied",4,"No contact","Working class","Employed"
"6684","IE",NA,"1",77,"Christians","Widowed","Satisfied",7,"No contact","Working class","Retired"
"6685","IE","0","1",48,"Christians","Married","Satisfied",5,"Contact","Working class","Employed"
"6686","IE","1","1",64,"Christians","Divorced","Satisfied",5,"No contact","Working class","Retired"
"6687","IE","1","1",50,"Christians","Married","Satisfied",4,"No contact","Working class","Employed"
"6688","IE","1","1",46,"Christians","Divorced","Satisfied",4,"No contact","Working class","Employed"
"6689","IE","1","0",20,"Christians","Single","Satisfied",2,"Contact","Working class","Employed"
"6690","IE","0","0",18,"Christians","Single","Satisfied",5,"No contact","Working class","Student"
"6691","IE","1","1",22,"Christians","Single","Satisfied",5,"Contact","Working class","Unemployed"
"6692","IE","1","0",72,"Christians","Married","Satisfied",7,"Contact","Working class","Self employed"
"6693","IE","1","1",25,"Christians","Single","Satisfied",6,"No contact","Working class","Unemployed"
"6694","IE","1","0",56,"Christians","Married","Satisfied",7,"Contact","Middle class","Employed"
"6695","IE","0","0",58,"Christians","Married","Satisfied",5,"Contact","Middle class","Self employed"
"6696","IE","0","1",31,"Christians","Single","Satisfied",5,"Contact","Middle class","Unemployed"
"6697","IE","0","0",40,"Christians","Married","Not satisfied",5,"No contact","Middle class","Employed"
"6698","IE","0","0",68,"Christians","Married","Satisfied",6,"No contact","Middle class","Retired"
"6699","IE","0","1",50,"Christians","Married","Satisfied",5,"Contact","Middle class","Unemployed"
"6700","IE","0","1",60,"Christians","Widowed","Satisfied",5,"Contact","Middle class","Unemployed"
"6701","IE","0","0",28,"Christians","Single","Satisfied",5,"Contact","Middle class","Employed"
"6702","IE","0","1",66,"Christians","Married","Satisfied",10,"No contact","Middle class","Retired"
"6703","IE","1","0",30,"Other religions","Single","Satisfied",4,"Contact","Middle class","Unemployed"
"6704","IE","1","0",35,"Other religions","Single","Not satisfied",1,"Contact","Middle class","Unemployed"
"6705","IE","0","0",70,"Christians","Widowed","Satisfied",10,"No contact","Middle class","Retired"
"6706","IE","1","0",40,"Not religious","Married","Satisfied",5,"Contact","Working class","Employed"
"6707","IE","1","1",67,"Christians","Married","Satisfied",1,"No contact","Working class","Employed"
"6708","IE","0","0",57,"Christians","Married","Satisfied",5,"Contact","Middle class","Retired"
"6709","IE","0","0",66,"Christians","Married","Satisfied",3,"Contact","Middle class","Retired"
"6710","IE","1","0",45,"Christians","Married","Satisfied",6,"No contact","Working class","Employed"
"6711","IE","1","1",39,"Christians","Married","Satisfied",6,"Contact","Working class","Unemployed"
"6712","IE","1","1",32,"Christians","Married","Satisfied",6,"No contact","Working class","Unemployed"
"6713","IE","1","0",67,"Christians","Married","Satisfied",6,"Contact","Middle class","Retired"
"6714","IE","1","1",39,"Christians","Divorced","Satisfied",6,"No contact","Working class","Employed"
"6715","IE","1","1",38,"Christians","Single","Satisfied",4,"Contact","Working class","Unemployed"
"6716","IE","1","1",45,"Christians","Married","Satisfied",4,"Contact","Working class","Employed"
"6717","IE","1","0",55,"Christians","Married","Satisfied",5,"Contact","Middle class","Self employed"
"6718","IE","1","1",66,"Christians","Widowed","Satisfied",6,"Contact","Middle class","Retired"
"6719","IE","0","0",23,"Christians","Single","Satisfied",7,"Contact","Working class","Unemployed"
"6720","IE","1","0",40,"Other religions","Married","Satisfied",6,"Contact","Working class","Employed"
"6721","IE","1","1",72,"Christians","Widowed","Satisfied",7,"Contact","Middle class","Self employed"
"6722","IE","1","0",17,"Christians","Single","Satisfied",4,"No contact","Working class","Student"
"6723","IE","1","1",33,"Christians","Married","Satisfied",4,"No contact","Working class","Unemployed"
"6724","IE",NA,"1",70,"Christians","Divorced","Satisfied",6,"Contact","Middle class","Retired"
"6725","IE","1","1",37,"Christians","Married","Satisfied",1,"No contact","Working class","Student"
"6726","IE","0","0",18,"Christians","Single","Satisfied",6,"Contact","Middle class","Student"
"6727","IE","1","1",61,"Christians","Single","Satisfied",1,"Contact","Working class","Retired"
"6728","IE","1","0",20,"Christians","Single","Satisfied",3,"Contact","Working class","Student"
"6729","IE",NA,"0",79,"Christians","Widowed","Satisfied",6,"No contact","Working class","Retired"
"6730","IE","1","1",51,"Christians","Married","Satisfied",6,"Contact","Middle class","Employed"
"6731","IE","1","0",35,"Christians","Married","Satisfied",3,"Contact","Middle class","Self employed"
"6732","IE","1","0",64,"Christians","Married","Satisfied",5,"Contact","High class","Retired"
"6733","IE","1","0",67,"Christians","Married","Satisfied",6,"Contact","High class","Retired"
"6734","IE","0","0",74,"Christians","Married","Satisfied",8,"Contact","Middle class","Retired"
"6735","IE","1","1",57,"Christians","Married","Satisfied",5,"Contact","Working class","Employed"
"6736","IE","1","0",61,"Christians","Divorced","Not satisfied",5,"Contact","Working class","Self employed"
"6737","IE","1","0",18,"Not religious","Single","Satisfied",5,"Contact","Middle class","Student"
"6738","IE","1","0",60,"Christians","Married","Satisfied",8,"Contact","Working class","Employed"
"6739","IE","1","1",65,"Christians","Married","Satisfied",8,"Contact","Working class","Retired"
"6740","IE","1","0",41,"Not religious","Married","Satisfied",3,"Contact","Middle class","Employed"
"6741","IE","0","1",19,"Christians","Single","Satisfied",5,"No contact","Middle class","Student"
"6742","IE","1","1",56,"Christians","Married","Satisfied",6,"Contact","Middle class","Employed"
"6743","IE","1","0",75,"Christians","Married","Satisfied",5,"Contact","Middle class","Retired"
"6744","IE","1","0",71,"Christians","Married","Satisfied",7,"Contact","Middle class","Retired"
"6745","IE","1","1",70,"Christians","Married","Satisfied",6,"Contact","Working class","Retired"
"6746","IE","1","0",43,"Not religious","Married","Satisfied",7,"No contact","Middle class","Employed"
"6747","IE",NA,"0",60,"Christians","Married","Satisfied",5,"Contact","Middle class","Self employed"
"6748","IE","1","0",56,"Christians","Married","Satisfied",8,"Contact","Middle class","Unemployed"
"6749","IE","0","1",46,"Orthodox Christian","Married","Satisfied",5,"No contact","Working class","Unemployed"
"6750","IE",NA,"0",52,"Christians","Married","Satisfied",NA,"Contact","Working class","Employed"
"6751","IE","1","1",60,"Christians","Married","Satisfied",6,"Contact","Working class","Employed"
"6752","IE","0","0",33,"Christians","Single","Satisfied",7,"Contact","Working class","Employed"
"6753","IE","1","0",48,"Christians","Married","Satisfied",4,"Contact","Middle class","Employed"
"6754","IE","1","0",40,"Christians","Single","Satisfied",6,"Contact","Middle class","Employed"
"6755","IE","1","0",60,"Christians","Married","Satisfied",10,"Contact","Middle class","Employed"
"6756","IE","0","1",15,"Muslims","Single","Satisfied",5,"No contact","Working class","Student"
"6757","IE","1","1",21,"Christians","Single","Satisfied",6,"Contact","Middle class","Student"
"6758","IE","1","0",35,"Christians","Married","Satisfied",5,"Contact","Working class","Self employed"
"6759","IE","1","1",37,"Not religious","Married","Satisfied",1,"Contact","Middle class","Employed"
"6760","IE","1","1",42,"Christians","Married","Satisfied",5,"No contact","Working class","Employed"
"6761","IE","1","1",36,"Christians","Married","Satisfied",3,"Contact","Middle class","Employed"
"6762","IE","1","1",34,"Other religions","Single","Satisfied",2,"Contact","Middle class","Self employed"
"6763","IE","1","1",60,"Christians","Married","Satisfied",6,"Contact","Middle class","Retired"
"6764","IE","1","0",60,"Christians","Married","Satisfied",5,"Contact","Middle class","Retired"
"6765","IE","1","0",74,"Not religious","Divorced","Satisfied",5,"No contact","Working class","Retired"
"6766","IE","1","0",29,"Not religious","Single","Satisfied",3,"Contact","Middle class","Employed"
"6767","IE","0","0",68,"Christians","Married","Not satisfied",4,"No contact","Working class","Retired"
"6768","IE","1","0",31,"Christians","Married","Satisfied",5,"Contact","Working class","Employed"
"6769","IE","1","1",32,"Other religions","Married","Satisfied",5,"Contact","Middle class","Employed"
"6770","IE",NA,"1",51,"Christians","Married","Not satisfied",5,"No contact","Middle class","Employed"
"6771","IE","1","1",39,"Christians","Single","Satisfied",5,"Contact","Working class","Unemployed"
"6772","IE","0","0",38,"Christians","Married","Satisfied",4,"Contact","Middle class","Employed"
"6773","IE","1","0",32,"Not religious","Married","Satisfied",5,"Contact","Working class","Employed"
"6774","IE","1","1",48,"Muslims","Single","Satisfied",3,"Contact","Working class","Employed"
"6775","IE","0","0",29,"Not religious","Married","Satisfied",5,"Contact","Working class","Employed"
"6776","IE","1","0",68,"Christians","Married","Satisfied",1,"Contact","Working class","Retired"
"6777","IE","1","0",68,"Christians","Married","Satisfied",3,"Contact","Working class","Employed"
"6778","IE","1","1",66,"Christians","Single","Satisfied",7,"Contact","Working class","Retired"
"6779","IE","1","1",58,"Christians","Single","Satisfied",3,"Contact","Middle class","Employed"
"6780","IE","1","1",31,"Christians","Single","Satisfied",5,"No contact","Working class","Unemployed"
"6781","IE","1","1",40,"Christians","Single","Satisfied",8,"No contact","Working class","Employed"
"6782","IE","1","1",69,"Christians","Divorced","Satisfied",7,"No contact","Middle class","Employed"
"6783","IE","1","0",52,"Christians","Widowed","Satisfied",4,"No contact","Working class","Employed"
"6784","IE","0","1",40,"Christians","Single","Satisfied",7,"No contact","Working class","Employed"
"6785","IE","1","1",35,"Christians","Married","Satisfied",3,"Contact","Working class","Unemployed"
"6786","IE","1","1",25,"Christians","Married","Satisfied",5,"Contact","Middle class","Employed"
"6787","IE","1","0",53,"Christians","Married","Satisfied",1,"No contact","Middle class","Employed"
"6788","IE","1","1",41,"Christians","Single","Satisfied",5,"Contact","Middle class","Employed"
"6789","IE","1","1",35,"Christians","Married","Satisfied",5,"Contact","Middle class","Employed"
"6790","IE","1","0",68,"Christians","Married","Satisfied",5,"Contact","Working class","Employed"
"6791","IE","1","0",57,"Christians","Divorced","Satisfied",6,"Contact","Working class","Employed"
"6792","IE","1","1",60,"Not religious","Widowed","Satisfied",5,"Contact","Working class","Retired"
"6793","IE","1","1",37,"Christians","Single","Satisfied",5,"Contact","Working class","Employed"
"6794","IE","1","1",28,"Christians","Married","Satisfied",5,"Contact","Middle class","Employed"
"6795","IE","0","1",70,"Christians","Single","Satisfied",5,"Contact","Working class","Retired"
"6796","IE","0","0",28,"Not religious","Single","Satisfied",5,"Contact","Middle class","Student"
"6797","IE","1","0",66,"Christians","Widowed","Satisfied",6,"Contact","Middle class","Retired"
"6798","IE",NA,"0",67,"Christians","Married","Satisfied",5,"Contact","Middle class","Retired"
"6799","IE","1","1",60,"Christians","Married","Satisfied",5,"No contact","Middle class","Retired"
"6800","IE","1","0",68,"Christians","Married","Satisfied",5,"Contact","Middle class","Retired"
"6801","IE","1","1",80,"Christians","Widowed","Satisfied",5,"Contact","Middle class","Retired"
"6802","IE","1","1",30,"Not religious","Single","Satisfied",3,"Contact","Middle class","Employed"
"6803","IE","1","0",58,"Christians","Single","Satisfied",5,"Contact","Working class","Employed"
"6804","IE","0","0",40,"Not religious","Married","Satisfied",2,"No contact","Working class","Employed"
"6805","IE","0","0",31,"Christians","Married","Satisfied",7,"Contact","Working class","Employed"
"6806","IE","1","1",58,"Christians","Divorced","Satisfied",5,"Contact","Working class","Employed"
"6807","IE","1","1",57,"Christians","Married","Satisfied",8,"Contact","Middle class","Retired"
"6808","IE",NA,"0",56,"Christians","Single","Satisfied",6,"No contact","Working class","Employed"
"6809","IE","0","0",49,"Christians","Married","Satisfied",5,"Contact","Working class","Employed"
"6810","IE",NA,"1",51,"Christians","Single","Satisfied",5,"Contact","Working class","Employed"
"6811","IE","1","0",41,"Christians","Single","Satisfied",5,"No contact","Working class","Employed"
"6812","IE","1","1",59,"Not religious","Single","Not satisfied",10,"Contact","Middle class","Employed"
"6813","IE","1","1",17,"Christians","Single","Satisfied",3,"Contact","Working class","Student"
"6814","IE",NA,"1",70,"Christians","Single","Satisfied",5,"No contact","Middle class","Retired"
"6815","IE","1","1",63,"Christians","Divorced","Not satisfied",2,"No contact","Working class","Employed"
"6816","IE","1","1",23,"Christians","Single","Satisfied",8,"Contact","Working class","Unemployed"
"6817","IE",NA,"1",35,"Christians","Single","Satisfied",8,"Contact","Middle class","Employed"
"6818","IE","1","0",25,"Other religions","Divorced","Not satisfied",8,"Contact","Working class","Self employed"
"6819","IE","1","1",19,"Christians","Single","Satisfied",5,"Contact","Middle class","Student"
"6820","IE","1","1",51,"Other religions","Married","Satisfied",5,"Contact","Working class","Self employed"
"6821","IE",NA,"1",31,"Christians","Single","Satisfied",5,"Contact","Working class","Employed"
"6822","IE",NA,"0",79,"Not religious","Divorced","Satisfied",1,"No contact","Working class","Retired"
"6823","IE","1","0",41,"Not religious","Married","Satisfied",5,"Contact","Middle class","Employed"
"6824","IE","0","1",66,"Christians","Married","Satisfied",5,"Contact","Middle class","Retired"
"6825","IE","0","1",36,"Other religions","Married","Satisfied",6,"Contact","Middle class","Employed"
"6826","IE","0","0",29,"Christians","Single","Satisfied",5,"Contact","Middle class","Employed"
"6827","IE","0","0",42,"Not religious","Married","Satisfied",3,"Contact","Middle class","Employed"
"6828","IE","0","1",36,"Christians","Married","Satisfied",5,"Contact","Middle class","Employed"
"6829","IE","0","0",80,"Christians","Widowed","Satisfied",10,"No contact","Working class","Retired"
"6830","IE","1","0",24,"Other religions","Single","Satisfied",5,"Contact","Middle class","Student"
"6831","IE","1","0",35,"Christians","Divorced","Satisfied",10,"No contact","High class","Student"
"6832","IE","1","1",38,"Other religions","Single","Satisfied",1,"Contact","Working class","Employed"
"6833","IE",NA,"1",50,"Christians","Divorced","Satisfied",9,"No contact","Working class","Employed"
"6834","IE",NA,"1",67,"Christians","Married","Satisfied",10,"No contact","Middle class","Unemployed"
"6835","IE",NA,"0",74,"Christians","Married","Satisfied",5,"No contact","Working class","Retired"
"6836","IE","0","0",83,"Christians","Widowed","Not satisfied",5,"No contact","Middle class","Retired"
"6837","IE",NA,"1",52,"Christians","Married","Satisfied",5,"No contact","Working class","Unemployed"
"6838","IE",NA,"1",29,"Christians","Single","Satisfied",10,"No contact","Working class","Unemployed"
"6839","IE",NA,"0",42,"Christians","Single","Satisfied",5,"No contact","Working class","Employed"
"6840","IE","1","1",30,"Christians","Single","Satisfied",5,"No contact","Working class","Employed"
"6841","IE",NA,"1",64,"Christians","Married","Satisfied",10,"No contact","Working class","Unemployed"
"6842","IE","1","0",51,"Orthodox Christian","Married","Satisfied",10,"No contact","High class","Employed"
"6843","IE",NA,"0",43,"Christians","Single","Satisfied",2,"No contact","High class","Employed"
"6844","IE","0","0",37,"Other religions","Married","Satisfied",5,"No contact","Middle class","Employed"
"6845","IE",NA,"0",48,"Christians","Married","Satisfied",5,"No contact","Middle class","Employed"
"6846","IE","1","0",40,"Christians","Married","Satisfied",5,"No contact","Working class","Employed"
"6847","IE",NA,"1",35,"Christians","Married","Satisfied",NA,NA,NA,"Unemployed"
"6848","IE","1","0",48,"Christians","Married","Satisfied",5,"Contact","Working class","Employed"
"6849","IE","1","0",59,"Christians","Single","Satisfied",6,"Contact","Middle class","Retired"
"6850","IE",NA,"0",23,"Christians","Single","Satisfied",5,"Contact","Middle class","Employed"
"6851","IE","1","1",34,"Christians","Single","Satisfied",6,"Contact","Working class","Employed"
"6852","IE","1","0",48,"Christians","Married","Satisfied",7,"Contact","Working class","Self employed"
"6853","IE","1","0",17,"Not religious","Single","Satisfied",4,"Contact","Working class","Student"
"6854","IE","1","0",42,"Other religions","Married","Satisfied",6,"Contact","Working class","Employed"
"6855","IE","1","1",43,"Christians","Married","Satisfied",6,"Contact","Working class","Unemployed"
"6856","IE","1","1",36,"Christians","Single","Satisfied",5,"Contact","Working class","Unemployed"
"6857","IE","1","0",19,"Christians","Single","Satisfied",2,"Contact","Middle class","Student"
"6858","IE","1","0",20,"Muslims","Married","Satisfied",1,"No contact","Working class","Student"
"6859","IE","1","1",50,"Christians","Married","Satisfied",10,"Contact","Working class","Employed"
"6860","IE","1","1",42,"Christians","Married","Satisfied",10,"Contact","Middle class","Self employed"
"6861","IE","1","1",40,"Christians","Married","Satisfied",5,"Contact","Middle class","Employed"
"6862","IE","1","1",45,"Christians","Single","Satisfied",5,"Contact","Middle class","Employed"
"6863","IE","1","1",63,"Christians","Widowed","Satisfied",6,"Contact","Working class","Employed"
"6864","IE","0","0",49,"Christians","Married","Satisfied",1,"Contact","Working class","Self employed"
"6865","IE","1","1",60,"Christians","Single","Satisfied",5,"Contact","Middle class","Unemployed"
"6866","IE","1","1",36,"Christians","Single","Satisfied",1,"Contact","Working class","Employed"
"6867","IE","1","1",36,"Christians","Married","Satisfied",10,"Contact","Working class","Employed"
"6868","IE","1","0",47,"Christians","Married","Satisfied",6,"Contact","Working class","Employed"
"6869","IE","1","1",56,"Christians","Single","Satisfied",1,"Contact","Working class","Employed"
"6870","IE",NA,"1",44,"Other religions","Single","Satisfied",5,"Contact","Working class","Employed"
"6871","IE","1","0",67,"Christians","Married","Satisfied",5,"Contact","Middle class","Retired"
"6872","IE","1","0",34,"Christians","Married","Satisfied",5,"Contact","Working class","Employed"
"6873","IE","1","1",30,"Not religious","Single","Satisfied",5,"Contact","Middle class","Employed"
"6874","IE","1","1",16,"Not religious","Single","Satisfied",5,"Contact","High class","Unemployed"
"6875","IE","1","1",72,"Christians","Married","Satisfied",5,"No contact","Middle class","Retired"
"6876","IE",NA,"0",25,"Not religious","Single","Satisfied",NA,"Contact","Working class","Employed"
"6877","IE","1","0",57,"Christians","Married","Satisfied",5,"Contact","Middle class","Self employed"
"6878","IE","0","1",70,"Not religious","Widowed","Satisfied",3,"Contact","Middle class","Retired"
"6879","IE","1","1",81,"Not religious","Divorced","Satisfied",4,"Contact","Middle class","Retired"
"6880","IE","1","0",23,"Not religious","Single","Satisfied",4,"Contact","Working class","Student"
"6881","IE","1","1",57,"Not religious","Divorced","Satisfied",1,"No contact","Working class","Retired"
"6882","IE","1","0",61,"Christians","Married","Satisfied",5,"Contact","Working class","Employed"
"6883","IE","1","1",38,"Christians","Married","Satisfied",7,"Contact","Working class","Employed"
"6884","IE","0","0",26,"Christians","Single","Satisfied",6,"No contact","Middle class","Employed"
"6885","IE","1","0",65,"Christians","Single","Satisfied",1,"Contact","Working class","Employed"
"6886","IE","1","1",69,"Christians","Married","Satisfied",7,"Contact","Working class","Retired"
"6887","IE","1","0",30,"Not religious","Single","Satisfied",1,"Contact","Working class","Employed"
"6888","IE","1","0",48,"Christians","Single","Satisfied",6,"No contact","Middle class","Employed"
"6889","IE","0","0",46,"Not religious","Single","Satisfied",8,"No contact","Working class","Employed"
"6890","IE","1","1",52,"Christians","Widowed","Satisfied",10,"Contact","Middle class","Unemployed"
"6891","IE","1","1",33,"Christians","Married","Satisfied",10,"No contact","Middle class","Employed"
"6892","IE","1","1",76,"Christians","Married","Satisfied",6,"Contact","Working class","Retired"
"6893","IE","1","0",26,"Christians","Single","Satisfied",5,"Contact","Working class","Employed"
"6894","IE",NA,"1",78,"Christians","Widowed","Satisfied",1,"Contact","Working class","Retired"
"6895","IE","1","1",78,"Christians","Married","Satisfied",3,"Contact","Working class","Retired"
"6896","IE","1","1",46,"Christians","Married","Satisfied",1,"Contact","Middle class","Employed"
"6897","IE","1","1",68,"Christians","Divorced","Satisfied",5,"Contact","Middle class","Retired"
"6898","IE","1","1",36,"Christians","Single","Satisfied",5,"Contact","Middle class","Student"
"6899","IE","1","1",34,"Christians","Married","Satisfied",5,"Contact","Middle class","Employed"
"6900","IE","1","1",60,"Christians","Married","Satisfied",5,"Contact","Middle class","Employed"
"6901","IE","1","0",44,"Christians","Married","Satisfied",5,"Contact","Middle class","Employed"
"6902","IE","0","0",71,"Not religious","Married","Satisfied",3,"Contact","Middle class","Retired"
"6903","IE","0","1",64,"Christians","Divorced","Satisfied",3,"Contact","High class","Self employed"
"6904","IE","1","0",50,"Christians","Married","Satisfied",5,"Contact","Working class","Employed"
