"","isocntry","trans_name","female","age","religion","marital_status","personal_satis","ideology","contact_lgbti","social_class","occupation","rain_ind","self_determination","gini","gdp_pc"
"899","BE",1,"1","46","Not religious","Married","Satisfied",6,"No contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"900","BE",1,"0","74","Christians","Married","Satisfied",5,"No contact","Working class","Retired",78.47,"1",26.6,44731.0420983801
"901","BE",1,"1","56","Christians","Married","Satisfied",5,"Contact","Middle class","Self employed",78.47,"1",26.6,44731.0420983801
"902","BE",1,"1","48","Not religious","Single","Satisfied",5,"Contact","Working class","Retired",78.47,"1",26.6,44731.0420983801
"903","BE",1,"1","77","Christians","Widowed","Satisfied",5,"No contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"904","BE",1,"1","42","Christians","Married","Satisfied",5,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"905","BE",1,"0","29","Christians","Other","Satisfied",5,"No contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"906","BE",1,"1","79","Christians","Widowed","Not satisfied",5,"No contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"907","BE",0,"1","67","Christians","Divorced","Satisfied",5,"No contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"908","BE",1,"1","38","Christians","Single","Satisfied",5,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"909","BE",1,"1","23","Not religious","Single","Satisfied",4,"Contact","Working class","Student",78.47,"1",26.6,44731.0420983801
"910","BE",1,"0","21","Muslims","Single","Not satisfied",6,"Contact","High class","Student",78.47,"1",26.6,44731.0420983801
"911","BE",1,"1","16","Not religious","Single","Satisfied",4,"Contact","Working class","Student",78.47,"1",26.6,44731.0420983801
"912","BE",1,"0","35","Muslims","Married","Satisfied",5,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"913","BE",1,"1","22","Not religious","Single","Satisfied",4,"Contact","Middle class","Student",78.47,"1",26.6,44731.0420983801
"914","BE",1,"0","19","Not religious","Single","Satisfied",6,"Contact","Middle class","Student",78.47,"1",26.6,44731.0420983801
"915","BE",1,"1","21","Muslims","Single","Not satisfied",4,"No contact","Working class","Student",78.47,"1",26.6,44731.0420983801
"916","BE",1,"1","39","Not religious","Married","Not satisfied",5,"Contact","Working class","Employed",78.47,"1",26.6,44731.0420983801
"917","BE",0,"0","16","Christians","Single","Satisfied",3,"No contact","Middle class","Student",78.47,"1",26.6,44731.0420983801
"918","BE",1,"0","41","Not religious","Single","Satisfied",1,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"919","BE",0,"1","67","Christians","Divorced","Satisfied",1,"Contact","Working class","Retired",78.47,"1",26.6,44731.0420983801
"920","BE",0,"1","39","Christians","Single","Not satisfied",1,"No contact","Working class","Unemployed",78.47,"1",26.6,44731.0420983801
"921","BE",0,"1","45","Not religious","Married","Satisfied",5,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"922","BE",1,"1","20","Not religious","Single","Satisfied",5,"Contact","Working class","Student",78.47,"1",26.6,44731.0420983801
"923","BE",1,"0","62","Not religious","Married","Satisfied",5,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"924","BE",0,"1","76","Christians","Married","Satisfied",5,"No contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"925","BE",NA,"1","81","Not religious","Widowed","Satisfied",5,"Contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"926","BE",1,"1","22","Other religions","Single","Satisfied",6,"No contact","Middle class","Unemployed",78.47,"1",26.6,44731.0420983801
"927","BE",0,"0","52","Christians","Married","Satisfied",5,"Contact","Middle class","Unemployed",78.47,"1",26.6,44731.0420983801
"928","BE",0,"1","27","Not religious","Single","Satisfied",6,"Contact","Middle class","Unemployed",78.47,"1",26.6,44731.0420983801
"929","BE",0,"0","28","Other religions","Single","Satisfied",5,"Contact","Middle class","Self employed",78.47,"1",26.6,44731.0420983801
"930","BE",NA,"1","19","Not religious","Single","Satisfied",5,"Contact","Middle class","Student",78.47,"1",26.6,44731.0420983801
"931","BE",NA,"0","21","Not religious","Single","Satisfied",3,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"932","BE",0,"1","22","Christians","Single","Satisfied",5,"No contact","Middle class","Student",78.47,"1",26.6,44731.0420983801
"933","BE",0,"0","30","Not religious","Married","Satisfied",2,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"934","BE",0,"1","28","Christians","Married","Satisfied",5,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"935","BE",0,"0","29","Christians","Married","Satisfied",6,"No contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"936","BE",0,"1","37","Christians","Divorced","Satisfied",3,"Contact","Middle class","Student",78.47,"1",26.6,44731.0420983801
"937","BE",1,"0","18","Christians","Single","Satisfied",5,"Contact","Middle class","Student",78.47,"1",26.6,44731.0420983801
"938","BE",0,"1","50","Christians","Divorced","Satisfied",5,"No contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"939","BE",0,"1","54","Christians","Widowed","Not satisfied",6,"No contact","Working class","Employed",78.47,"1",26.6,44731.0420983801
"940","BE",0,"0","19","Not religious","Single","Satisfied",5,"No contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"941","BE",1,"0","22","Not religious","Single","Satisfied",5,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"942","BE",0,"1","52","Christians","Married","Satisfied",4,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"943","BE",0,"1","58","Christians","Married","Satisfied",5,"No contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"944","BE",0,"0","21","Christians","Married","Satisfied",4,"No contact","Middle class","Unemployed",78.47,"1",26.6,44731.0420983801
"945","BE",1,"1","68","Christians","Married","Satisfied",5,"No contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"946","BE",0,"1","56","Christians","Married","Satisfied",7,"No contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"947","BE",0,"0","52","Christians","Divorced","Satisfied",5,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"948","BE",1,"1","67","Christians","Married","Satisfied",5,"No contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"949","BE",0,"0","18","Christians","Single","Satisfied",4,"Contact","Middle class","Student",78.47,"1",26.6,44731.0420983801
"950","BE",1,"0","31","Not religious","Married","Satisfied",5,"Contact","Working class","Employed",78.47,"1",26.6,44731.0420983801
"951","BE",1,"1","33","Not religious","Single","Satisfied",5,"Contact","Middle class","Unemployed",78.47,"1",26.6,44731.0420983801
"952","BE",0,"1","45","Christians","Married","Satisfied",6,"No contact","Middle class","Unemployed",78.47,"1",26.6,44731.0420983801
"953","BE",1,"0","33","Not religious","Single","Not satisfied",4,"Contact","Working class","Unemployed",78.47,"1",26.6,44731.0420983801
"954","BE",1,"0","49","Christians","Married","Satisfied",8,"Contact","Working class","Employed",78.47,"1",26.6,44731.0420983801
"955","BE",0,"0","42","Christians","Divorced","Satisfied",6,"No contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"956","BE",1,"1","44","Christians","Married","Satisfied",6,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"957","BE",1,"1","39","Other religions","Divorced","Satisfied",5,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"958","BE",1,"0","62","Christians","Married","Satisfied",4,"Contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"959","BE",1,"1","55","Christians","Single","Satisfied",5,"Contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"960","BE",1,"0","71","Christians","Married","Satisfied",8,"No contact","High class","Retired",78.47,"1",26.6,44731.0420983801
"961","BE",1,"1","16","Christians","Single","Satisfied",5,"Contact","Middle class","Student",78.47,"1",26.6,44731.0420983801
"962","BE",1,"1","55","Not religious","Single","Not satisfied",4,"Contact","Working class","Retired",78.47,"1",26.6,44731.0420983801
"963","BE",1,"0","69","Christians","Married","Not satisfied",7,"No contact","Working class","Retired",78.47,"1",26.6,44731.0420983801
"964","BE",1,"1","33","Not religious","Single","Satisfied",5,"Contact","Working class","Employed",78.47,"1",26.6,44731.0420983801
"965","BE",1,"1","60","Christians","Divorced","Satisfied",5,"Contact","Working class","Retired",78.47,"1",26.6,44731.0420983801
"966","BE",1,"0","74","Christians","Married","Satisfied",4,"Contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"967","BE",1,"0","69","Christians","Single","Satisfied",7,"Contact","Working class","Retired",78.47,"1",26.6,44731.0420983801
"968","BE",1,"1","25","Not religious","Single","Satisfied",5,"Contact","Middle class","Unemployed",78.47,"1",26.6,44731.0420983801
"969","BE",1,"1","65","Christians","Married","Satisfied",5,"Contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"970","BE",NA,"0","49","Christians","Divorced","Satisfied",3,"Contact","Working class","Employed",78.47,"1",26.6,44731.0420983801
"971","BE",1,"0","64","Not religious","Married","Satisfied",4,"Contact","Working class","Retired",78.47,"1",26.6,44731.0420983801
"972","BE",1,"0","33","Not religious","Single","Satisfied",7,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"973","BE",1,"1","29","Christians","Single","Satisfied",5,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"974","BE",0,"0","60","Not religious","Married","Satisfied",5,"Contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"975","BE",1,"1","63","Christians","Married","Satisfied",6,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"976","BE",1,"0","65","Christians","Married","Satisfied",7,"No contact","High class","Employed",78.47,"1",26.6,44731.0420983801
"977","BE",1,"1","23","Other religions","Single","Satisfied",7,"Contact","Middle class","Unemployed",78.47,"1",26.6,44731.0420983801
"978","BE",1,"1","61","Christians","Married","Satisfied",6,"Contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"979","BE",1,"1","35","Not religious","Married","Satisfied",1,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"980","BE",1,"0","18","Not religious","Single","Satisfied",10,"Contact","Working class","Student",78.47,"1",26.6,44731.0420983801
"981","BE",1,"0","77","Christians","Married","Satisfied",1,"No contact","Working class","Retired",78.47,"1",26.6,44731.0420983801
"982","BE",0,"0","64","Not religious","Single","Satisfied",3,"Contact","Working class","Retired",78.47,"1",26.6,44731.0420983801
"983","BE",1,"0","66","Christians","Married","Satisfied",4,"Contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"984","BE",0,"1","82","Christians","Widowed","Satisfied",5,"No contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"985","BE",1,"0","76","Christians","Married","Satisfied",5,"No contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"986","BE",1,"0","67","Not religious","Married","Satisfied",5,"No contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"987","BE",0,"0","33","Christians","Single","Satisfied",7,"No contact","Working class","Employed",78.47,"1",26.6,44731.0420983801
"988","BE",1,"1","21","Muslims","Married","Satisfied",5,"Contact","Middle class","Student",78.47,"1",26.6,44731.0420983801
"989","BE",1,"1","20","Muslims","Married","Satisfied",1,"Contact","Middle class","Student",78.47,"1",26.6,44731.0420983801
"990","BE",1,"1","62","Christians","Married","Satisfied",10,"Contact","Working class","Self employed",78.47,"1",26.6,44731.0420983801
"991","BE",1,"1","49","Not religious","Married","Satisfied",6,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"992","BE",1,"0","47","Not religious","Single","Not satisfied",5,"No contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"993","BE",1,"1","82","Christians","Widowed","Satisfied",5,"Contact","High class","Retired",78.47,"1",26.6,44731.0420983801
"994","BE",1,"0","65","Christians","Married","Satisfied",5,"Contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"995","BE",1,"1","59","Not religious","Single","Satisfied",5,"No contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"996","BE",1,"1","58","Not religious","Married","Satisfied",7,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"997","BE",1,"1","37","Christians","Single","Satisfied",7,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"998","BE",1,"1","46","Christians","Married","Not satisfied",5,"Contact","Middle class","Self employed",78.47,"1",26.6,44731.0420983801
"999","BE",1,"1","32","Christians","Married","Satisfied",5,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"1000","BE",1,"0","32","Christians","Married","Satisfied",5,"Contact","Working class","Employed",78.47,"1",26.6,44731.0420983801
"1001","BE",1,"1","37","Not religious","Married","Satisfied",4,"Contact","High class","Retired",78.47,"1",26.6,44731.0420983801
"1002","BE",1,"1","66","Not religious","Married","Not satisfied",10,"Contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"1003","BE",1,"0","52","Not religious","Single","Satisfied",7,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"1004","BE",1,"1","46","Not religious","Married","Not satisfied",6,"No contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"1005","BE",1,"1","36","Not religious","Single","Satisfied",6,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"1006","BE",1,"1","39","Not religious","Single","Satisfied",6,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"1007","BE",1,"1","54","Not religious","Married","Satisfied",7,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"1008","BE",1,"1","82","Christians","Married","Satisfied",5,"No contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"1009","BE",1,"1","75","Christians","Widowed","Satisfied",5,"No contact","Working class","Retired",78.47,"1",26.6,44731.0420983801
"1010","BE",1,"0","37","Not religious","Married","Satisfied",8,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"1011","BE",1,"1","71","Christians","Single","Not satisfied",5,"Contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"1012","BE",1,"1","61","Christians","Single","Satisfied",5,"Contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"1013","BE",1,"0","66","Not religious","Married","Satisfied",8,"Contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"1014","BE",1,"0","43","Christians","Married","Satisfied",4,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"1015","BE",1,"1","28","Not religious","Single","Satisfied",6,"Contact","Working class","Unemployed",78.47,"1",26.6,44731.0420983801
"1016","BE",1,"0","65","Not religious","Single","Satisfied",5,"Contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"1017","BE",1,"0","88","Christians","Married","Not satisfied",10,"No contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"1018","BE",1,"1","69","Christians","Married","Satisfied",3,"Contact","Working class","Retired",78.47,"1",26.6,44731.0420983801
"1019","BE",1,"0","24","Christians","Single","Satisfied",5,"Contact","Working class","Employed",78.47,"1",26.6,44731.0420983801
"1020","BE",1,"0","81","Not religious","Married","Satisfied",7,"Contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"1021","BE",1,"0","67","Not religious","Married","Satisfied",4,"Contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"1022","BE",1,"1","61","Other religions","Married","Satisfied",7,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"1023","BE",1,"1","62","Other religions","Married","Satisfied",1,"Contact","Working class","Employed",78.47,"1",26.6,44731.0420983801
"1024","BE",1,"0","70","Christians","Married","Satisfied",8,"Contact","Middle class","Retired",78.47,"1",26.6,44731.0420983801
"1025","BE",0,"1","65","Christians","Widowed","Satisfied",5,"No contact","Working class","Retired",78.47,"1",26.6,44731.0420983801
"1026","BE",1,"0","56","Christians","Divorced","Satisfied",4,"Contact","Middle class","Employed",78.47,"1",26.6,44731.0420983801
"1027","BE",1,"1","41","Other religions","Divorced","Satisfied",3,"Contact","High class","Unemployed",78.47,"1",26.6,44731.0420983801
"1028","BE",1,"0","45","Muslims","Single","Not satisfied",4,"Contact","Working class","Unemployed",78.47,"1",26.6,44731.0420983801
"1029","DK",1,"0","40","Not religious","Married","Satisfied",5,"Contact","Middle class","Self employed",76.35,"1",28.3,61295.9818623394
"1030","DK",NA,"1","73","Christians","Widowed","Satisfied",6,"Contact","Middle class","Retired",76.35,"1",28.3,61295.9818623394
"1031","DK",NA,"1","65","Christians","Married","Satisfied",4,"No contact","Middle class","Retired",76.35,"1",28.3,61295.9818623394
"1032","DK",1,"1","66","Christians","Married","Satisfied",3,"Contact","Middle class","Retired",76.35,"1",28.3,61295.9818623394
"1033","DK",1,"1","43","Christians","Single","Satisfied",2,"Contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1034","DK",1,"0","28","Christians","Married","Satisfied",3,"Contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1035","DK",1,"1","33","Christians","Married","Satisfied",5,"Contact","High class","Employed",76.35,"1",28.3,61295.9818623394
"1036","DK",1,"1","53","Christians","Married","Satisfied",6,"Contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1037","DK",1,"0","37","Christians","Single","Satisfied",4,"Contact","Middle class","Retired",76.35,"1",28.3,61295.9818623394
"1038","DK",1,"0","75","Other religions","Married","Satisfied",5,"Contact","Middle class","Retired",76.35,"1",28.3,61295.9818623394
"1039","DK",1,"0","43","Christians","Married","Satisfied",6,"Contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1040","DK",1,"0","63","Christians","Divorced","Satisfied",6,"Contact","Middle class","Retired",76.35,"1",28.3,61295.9818623394
"1041","DK",1,"1","45","Christians","Married","Satisfied",10,"Contact","High class","Employed",76.35,"1",28.3,61295.9818623394
"1042","DK",NA,"0","15 years","Christians","Other","Satisfied",3,"Contact",NA,"Student",76.35,"1",28.3,61295.9818623394
"1043","DK",1,"1","69","Christians","Married","Satisfied",5,"No contact","Middle class","Retired",76.35,"1",28.3,61295.9818623394
"1044","DK",0,"0","76","Christians","Married","Satisfied",5,"No contact","Middle class","Retired",76.35,"1",28.3,61295.9818623394
"1045","DK",1,"1","63","Christians","Single","Not satisfied",3,"Contact","Working class","Retired",76.35,"1",28.3,61295.9818623394
"1046","DK",1,"1","29","Christians","Single","Satisfied",8,"Contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1047","DK",1,"1","37","Christians","Single","Satisfied",5,"Contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1048","DK",1,"0","59","Christians","Single","Satisfied",5,"No contact","Working class","Employed",76.35,"1",28.3,61295.9818623394
"1049","DK",0,"0","87","Christians","Widowed","Satisfied",4,"No contact","Working class","Retired",76.35,"1",28.3,61295.9818623394
"1050","DK",1,"0","60","Christians","Married","Satisfied",5,"Contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1051","DK",1,"0","63","Christians","Married","Satisfied",6,"No contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1052","DK",1,"1","52","Christians","Married","Satisfied",10,"No contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1053","DK",1,"1","46","Christians","Married","Satisfied",7,"No contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1054","DK",1,"0","67","Christians","Single","Satisfied",5,"No contact","Working class","Retired",76.35,"1",28.3,61295.9818623394
"1055","DK",1,"1","72","Christians","Widowed","Satisfied",8,"Contact","Middle class","Retired",76.35,"1",28.3,61295.9818623394
"1056","DK",1,"0","64","Other religions","Married","Satisfied",5,"Contact","Middle class","Retired",76.35,"1",28.3,61295.9818623394
"1057","DK",1,"1","70","Christians","Married","Satisfied",7,"Contact",NA,"Retired",76.35,"1",28.3,61295.9818623394
"1058","DK",1,"0","74","Christians","Married","Satisfied",10,"No contact","Middle class","Retired",76.35,"1",28.3,61295.9818623394
"1059","DK",1,"0","72","Christians","Married","Satisfied",9,"No contact","Middle class","Retired",76.35,"1",28.3,61295.9818623394
"1060","DK",0,"0","50","Not religious","Married","Satisfied",2,"Contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1061","DK",1,"1","47","Christians","Single","Satisfied",8,"Contact","Working class","Retired",76.35,"1",28.3,61295.9818623394
"1062","DK",1,"1","80","Christians","Married","Satisfied",2,"Contact","Working class","Retired",76.35,"1",28.3,61295.9818623394
"1063","DK",0,"0","55","Christians","Single","Satisfied",7,"No contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1064","DK",1,"0","53","Christians","Married","Satisfied",8,"Contact","High class","Employed",76.35,"1",28.3,61295.9818623394
"1065","DK",1,"0","54","Christians","Married","Satisfied",8,"No contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1066","DK",1,"0","62","Christians","Married","Satisfied",5,"No contact","Working class","Employed",76.35,"1",28.3,61295.9818623394
"1067","DK",NA,"1","60","Other religions","Married","Satisfied",5,"Contact","High class","Employed",76.35,"1",28.3,61295.9818623394
"1068","DK",0,"1","74","Christians","Married","Satisfied",5,"No contact","Middle class","Retired",76.35,"1",28.3,61295.9818623394
"1069","DK",0,"1","81","Christians","Married","Satisfied",7,"No contact","Working class","Retired",76.35,"1",28.3,61295.9818623394
"1070","DK",1,"1","69","Christians","Married","Satisfied",7,"No contact","Middle class","Retired",76.35,"1",28.3,61295.9818623394
"1071","DK",1,"1","48","Christians","Married","Satisfied",7,"Contact","Working class","Employed",76.35,"1",28.3,61295.9818623394
"1072","DK",0,"0","43","Not religious","Married","Satisfied",7,"Contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1073","DK",NA,"0","62","Muslims","Married","Satisfied",4,"No contact",NA,"Self employed",76.35,"1",28.3,61295.9818623394
"1074","DK",1,"1","37","Not religious","Married","Satisfied",2,"Contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1075","DK",1,"1","29","Not religious","Single","Satisfied",3,"Contact","Middle class","Student",76.35,"1",28.3,61295.9818623394
"1076","DK",1,"1","82","Christians","Widowed","Satisfied",5,"Contact","Middle class","Retired",76.35,"1",28.3,61295.9818623394
"1077","DK",1,"0","45","Christians","Married","Satisfied",5,"Contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1078","DK",1,"0","34","Christians","Married","Not satisfied",7,"Contact","High class","Unemployed",76.35,"1",28.3,61295.9818623394
"1079","DK",1,"0","90","Not religious","Married","Satisfied",3,"Contact","High class","Retired",76.35,"1",28.3,61295.9818623394
"1080","DK",1,"0","37","Christians","Married","Satisfied",3,"Contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1081","DK",1,"1","65","Christians","Married","Satisfied",1,"Contact","Working class","Employed",76.35,"1",28.3,61295.9818623394
"1082","DK",1,"1","59","Christians","Divorced","Satisfied",5,"Contact","Working class","Employed",76.35,"1",28.3,61295.9818623394
"1083","DK",1,"1","54","Christians","Married","Satisfied",5,"No contact","High class","Self employed",76.35,"1",28.3,61295.9818623394
"1084","DK",0,"0","81","Christians","Married","Satisfied",5,"Contact","Middle class","Retired",76.35,"1",28.3,61295.9818623394
"1085","DK",1,"0","70","Other religions","Single","Satisfied",2,"Contact","Working class","Unemployed",76.35,"1",28.3,61295.9818623394
"1086","DK",1,"0","76","Christians","Single","Satisfied",4,"No contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1087","DK",1,"0","55","Christians","Married","Satisfied",8,"Contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1088","DK",1,"0","35","Christians","Married","Satisfied",5,"Contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1089","DK",0,"1","64","Christians","Married","Satisfied",5,"Contact","High class","Retired",76.35,"1",28.3,61295.9818623394
"1090","DK",1,"0","73","Christians","Married","Satisfied",7,"No contact","Middle class","Retired",76.35,"1",28.3,61295.9818623394
"1091","DK",0,"0","54","Christians","Married","Satisfied",6,"Contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1092","DK",1,"0","49","Not religious","Married","Satisfied",6,"Contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1093","DK",1,"0","36","Christians","Single","Satisfied",3,"Contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1094","DK",1,"0","31","Christians","Single","Satisfied",3,"No contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1095","DK",0,"0","47","Not religious","Married","Satisfied",6,"Contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1096","DK",1,"1","56","Christians","Married","Satisfied",5,"Contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1097","DK",0,"1","28","Christians","Married","Satisfied",5,"No contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1098","DK",0,"1","75","Christians","Married","Satisfied",8,"Contact","Middle class","Retired",76.35,"1",28.3,61295.9818623394
"1099","DK",0,"0","73","Christians","Single","Satisfied",5,"Contact","Middle class","Retired",76.35,"1",28.3,61295.9818623394
"1100","DK",1,"0","61","Christians","Single","Satisfied",5,"No contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1101","DK",1,"1","49","Christians","Widowed","Satisfied",5,"Contact","Middle class","Unemployed",76.35,"1",28.3,61295.9818623394
"1102","DK",0,"0","57","Christians","Single","Satisfied",8,"Contact","High class","Employed",76.35,"1",28.3,61295.9818623394
"1103","DK",1,"1","87","Christians","Widowed","Satisfied",5,"Contact","Working class","Retired",76.35,"1",28.3,61295.9818623394
"1104","DK",0,"0","74","Christians","Widowed","Satisfied",6,"Contact","High class","Retired",76.35,"1",28.3,61295.9818623394
"1105","DK",1,"1","54","Christians","Divorced","Satisfied",3,"No contact","Working class","Employed",76.35,"1",28.3,61295.9818623394
"1106","DK",0,"0","68","Christians","Married","Satisfied",9,"No contact","Working class","Retired",76.35,"1",28.3,61295.9818623394
"1107","DK",1,"0","33","Christians","Married","Satisfied",5,"Contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1108","DK",1,"0","66","Christians","Married","Satisfied",4,"No contact","High class","Retired",76.35,"1",28.3,61295.9818623394
"1109","DK",1,"0","44","Christians","Married","Satisfied",2,"Contact","High class","Employed",76.35,"1",28.3,61295.9818623394
"1110","DK",1,"1","55","Christians","Married","Satisfied",3,"Contact","Working class","Employed",76.35,"1",28.3,61295.9818623394
"1111","DK",1,"0","68","Not religious","Married","Satisfied",8,"Contact","Middle class","Retired",76.35,"1",28.3,61295.9818623394
"1112","DK",1,"0","33","Christians","Single","Satisfied",3,"Contact","Working class","Unemployed",76.35,"1",28.3,61295.9818623394
"1113","DK",1,"1","71","Christians","Married","Satisfied",6,"No contact","Middle class","Self employed",76.35,"1",28.3,61295.9818623394
"1114","DK",1,"1","71","Christians","Single","Satisfied",5,"No contact","Middle class","Retired",76.35,"1",28.3,61295.9818623394
"1115","DK",1,"1","51","Christians","Single","Satisfied",3,"Contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1116","DK",1,"0","59","Christians","Married","Satisfied",7,"Contact","Middle class","Employed",76.35,"1",28.3,61295.9818623394
"1117","DK",1,"1","57","Christians","Married","Satisfied",2,"Contact","High class","Employed",76.35,"1",28.3,61295.9818623394
"1118","DK",1,"1","64","Christians","Married","Satisfied",4,"Contact","Middle class","Retired",76.35,"1",28.3,61295.9818623394
"1119","DK",1,"0","48","Christians","Married","Satisfied",2,"Contact","High class","Employed",76.35,"1",28.3,61295.9818623394
"1120","DK",1,"0","43","Christians","Married","Satisfied",4,"No contact","High class","Employed",76.35,"1",28.3,61295.9818623394
"1121","DK",1,"0","72","Not religious","Married","Satisfied",3,"No contact","Middle class","Retired",76.35,"1",28.3,61295.9818623394
"1122","DK",1,"0","69","Christians","Married","Satisfied",5,"Contact","High class","Retired",76.35,"1",28.3,61295.9818623394
